SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched Score,Matched School,PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_STATE_CODE,PSS_ZIP5,PSS_PHONE,DAYS PER SCHOOL YEAR,DAY HOURS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_T,PSS_RACE_ AMERICAN_INDIAN,PSS_RACE_ASIAN/PACIFIC,PSS_RACE_HISPANIC,PSS_RACE_BLACK,PSS_RACE_WHITE,PSS_RACE_PACIFIC,PSS_RACE_MULTICULTURAL,PSS_FULLTIME_TEACH,PSS_COEDUCATION,PSS_LEVEL,PSS_RELIG,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STUDENT_TEACHER_RATIO,PSS_ORIENT,PSS_COUNTY_NAME,Matched Address,Matched School Name
All Hallows high School,111 E  164 ST,10452.0,40.82991625,-73.92200922,2,89,,00922251,ALL HALLOWS HIGH SCHOOL,14,17,111 E 164TH ST,BRONX,36005,5,NY,36,10452,7182934545,180.0,7.56,Yes,,,,415.0,1.0,12.0,298.0,83.0,7.0,3.0,11.0,44.0,3,2,1,0.24,2.89,71.8,20.0,1.68,0.72,2.65,9.43,1,BRONX,,ALL HALLOWS HIGH SCHOOL
MOSS OUTPOST AT SAR HIGH SCHOOL,503 W  259 ST,10471.0,40.90689248,-73.90427124,2,89,,A1903005,CATHEDRAL HIGH SCHOOL,14,17,350 E 56TH ST,NEW YORK,36061,61,NY,36,10022,2126881545,180.0,6.16,Yes,,,,489.0,3.0,28.0,304.0,102.0,16.0,0.0,36.0,30.5,2,2,1,0.61,5.72,62.16,20.85,3.27,0.0,7.36,16.03,1,NEW YORK,,CATHEDRAL HIGH SCHOOL
ST. ROSE OF LIMA SCHOOL,154 BEACH   84 ST,11693.0,40.58662836,-73.80974131,2,89,,A1903133,ST ROSE OF LIMA CATHOLIC ACADEMY,2,13,154 BEACH 84TH ST,ROCKAWAY BEACH,36081,81,NY,36,11693,7184747079,177.0,7.0,Yes,,68.0,23.0,295.0,0.0,16.0,60.0,49.0,76.0,0.0,26.0,13.0,1,1,1,0.0,7.04,26.43,21.58,33.48,0.0,11.45,17.46,1,QUEENS,,ST ROSE OF LIMA CATHOLIC ACADEMY
TORAH ACADEMY FOR GIRLS,444 BEACH    6 ST,11691.0,40.59918712,-73.74054449,2,88,,00935861,TORAH ACADEMY FOR GIRLS,4,17,444 BEACH 6TH ST,FAR ROCKAWAY,36081,81,NY,36,11691,7184718444,195.0,8.0,Yes,,,150.0,1790.0,0.0,0.0,0.0,0.0,1790.0,0.0,0.0,219.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.15,18,QUEENS,,TORAH ACADEMY FOR GIRLS
CORLEARS SCHOOL,324 W   15 ST,10011.0,40.74080962,-74.00292303,2,87,,00940022,CORLEARS SCHOOL,2,9,324 W 15TH ST,NEW YORK,36061,61,NY,36,10011,2127412800,152.0,7.0,Yes,,12.0,44.0,91.0,0.0,2.0,19.0,10.0,48.0,0.0,0.0,24.3,1,1,3,0.0,2.53,24.05,12.65,60.75,0.0,0.0,3.25,30,NEW YORK,,CORLEARS SCHOOL
MANHATTAN COUNTRY SCHOOL,150 W   85 ST,10024.0,40.78639991,-73.97411884,2,87,,A1302084,MANHATTAN COUNTRY SCHOOL,2,13,150 W 85TH ST,NEW YORK,36061,61,NY,36,10024,2123480952,170.0,6.0,Yes,,17.0,29.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,25.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.36,30,NEW YORK,,MANHATTAN COUNTRY SCHOOL
"SAGE DINING SERVICES, INC @ THE ALLEN STEVENSON SCHOOL",132 E   78 ST,10075.0,40.77446437,-73.95987643,2,87,,00938283,THE ALLEN-STEVENSON SCHOOL,3,13,132 E 78TH ST,NEW YORK,36061,61,NY,36,10075,2126060889,165.0,8.0,Yes,,,31.0,389.0,0.0,51.0,16.0,26.0,241.0,2.0,53.0,61.0,3,1,3,0.0,13.11,4.11,6.68,61.95,0.51,13.62,6.37,30,NEW YORK,,THE ALLEN-STEVENSON SCHOOL
SAINT JEAN BAPTISTE HIGH SCHOOL,173 E   75 ST,10021.0,40.77199684,-73.95988875,2,87,,01607487,ST JEAN BAPTISTE HIGH SCHOOL,14,17,173 E 75TH ST,NEW YORK,36061,61,NY,36,10021,2122881645,180.0,6.5,Yes,,,,321.0,0.0,10.0,155.0,140.0,16.0,0.0,0.0,21.0,2,2,1,0.0,3.11,48.28,43.61,4.98,0.0,0.0,15.28,1,NEW YORK,,ST JEAN BAPTISTE HIGH SCHOOL
THE CAEDMON SCHOOL FS (CMS),416 E   80 ST,10075.0,40.77263305,-73.95130643,2,87,,00939833,THE CAEDMON SCHOOL,2,10,416 E 80TH ST,NEW YORK,36061,61,NY,36,10075,2128792296,175.0,7.5,Yes,,79.0,22.0,180.0,0.0,11.0,8.0,10.0,53.0,2.0,17.0,24.6,1,1,3,0.0,10.89,7.92,9.9,52.47,1.98,16.83,4.1,30,NEW YORK,,THE CAEDMON SCHOOL
THE LORGE SCHOOL,353 W   17 ST,10011.0,40.7422918,-74.00260552,2,87,,00940565,THE LORGE SCHOOL,1,1,353 W 17TH ST,NEW YORK,36061,61,NY,36,10011,2129298660,180.0,6.5,No,92.0,,,92.0,0.0,0.0,34.0,53.0,5.0,0.0,0.0,13.0,1,3,3,0.0,0.0,36.95,57.6,5.43,0.0,0.0,7.07,30,NEW YORK,,THE LORGE SCHOOL
UNITED TALMUDICAL ACADEMY,590 BEDFORD AVE,11249.0,40.7035344,-73.96047471,2,87,,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
UNITED TALMUDICAL ACADEMY,590 BEDFORD AVE,11249.0,40.7035344,-73.96047471,2,87,,A1502626,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,12,13,1346 53RD ST,BROOKLYN,36047,47,NY,36,11219,7189387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
VILLAGE COMMUNITY SCHOOL,272 W   10 ST,10014.0,40.7334891,-74.00788409,2,87,,00942201,VILLAGE COMMUNITY SCHOOL,3,13,272 W 10TH ST,NEW YORK,36061,61,NY,36,10014,2126915146,167.0,6.75,Yes,,,33.0,314.0,0.0,18.0,11.0,31.0,212.0,0.0,42.0,50.6,1,1,3,0.0,5.73,3.5,9.87,67.51,0.0,13.37,6.2,30,NEW YORK,,VILLAGE COMMUNITY SCHOOL
WINDWARD SCHOOL -MANHATTAN CAMPUS,212 E   93 ST,10128.0,40.78301048,-73.95018302,2,87,,A1903207,WINDWARD SCHOOL THE - NYC,7,13,212 E 93RD ST,NEW YORK,36061,61,NY,36,10128,2122228628,168.0,7.0,Yes,,,,340.0,0.0,5.0,11.0,6.0,264.0,0.0,54.0,40.0,1,1,3,0.0,1.47,3.23,1.76,77.64,0.0,15.88,8.5,30,NEW YORK,,WINDWARD SCHOOL THE - NYC
ASSOCIATED BETH RIVKAH SCHOOLS,470 LEFFERTS AVE,11225.0,40.66263956,-73.94595876,2,86,,00936253,BETH RIVKA HIGH SCHOOL,14,17,310 CROWN ST,BROOKLYN,36047,47,NY,36,11225,7187350400,184.0,8.5,Yes,,,,611.0,,,0.0,,,,,34.4,2,2,2,,,0.0,,,,,17.76,18,KINGS,,BETH RIVKA HIGH SCHOOL
BAIS YAAKOV,1214 HEYSON RD,11691.0,40.59622223,-73.74644344,2,86,,AA890662,MASORES BAIS YAAKOV,2,17,1395 OCEAN AVE,BROOKLYN,36047,47,NY,36,11230,7186922424,165.0,8.25,Yes,,72.0,44.0,787.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,53.4,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,MASORES BAIS YAAKOV
BLESSED SACRAMENT LOWER SCHOOL,147 W   70 ST,10023.0,40.77678644,-73.98135108,2,86,,A1902983,BLESSED SACRAMENT CATHOLIC ACADEMY,2,13,187 EUCLID AVE,BROOKLYN,36047,47,NY,36,11208,7182354863,180.0,7.0,Yes,,9.0,16.0,204.0,,,,,,,,11.0,1,1,1,,,,,,,,17.72,1,KINGS,,BLESSED SACRAMENT CATHOLIC ACADEMY
BROOKLYN FRIENDS SCHOOL,116 LAWRENCE ST,11201.0,40.69314319,-73.98623196,2,86,,00935205,BROOKLYN FRIENDS SCHOOL,2,17,375 PEARL ST,BROOKLYN,36047,47,NY,36,11201,7188521029,171.0,7.0,Yes,,79.0,41.0,657.0,0.0,31.0,18.0,58.0,380.0,0.0,91.0,130.6,1,3,2,0.0,5.36,3.11,10.03,65.74,0.0,15.74,4.42,15,KINGS,,BROOKLYN FRIENDS SCHOOL
COLUMBIA GRAMMAR & PREP SCHOOL,5 W   93 ST,10025.0,40.78994967,-73.9665914,2,86,,00939979,COLUMBIA GRAMMAR & PREPARATORY SCHOOL,2,17,5 W 93RD ST,NEW YORK,36061,61,NY,36,10025,2127496200,162.0,7.0,Yes,,24.0,64.0,1162.0,0.0,137.0,43.0,59.0,783.0,0.0,116.0,196.3,1,3,3,0.0,12.03,3.77,5.18,68.8,0.0,10.19,5.79,30,NEW YORK,,COLUMBIA GRAMMAR & PREPARATORY SCHOOL
GREAT OAKS CHARTER,240 BLEECKER ST,10014.0,40.73060734,-74.00265197,2,86,,A9702395,GREAT OAKS ELEMENTARY SCHOOL,3,13,4718 FARRAGUT RD,BROOKLYN,36047,47,NY,36,11203,7182826210,180.0,5.0,No,,,12.0,96.0,0.0,0.0,2.0,93.0,0.0,0.0,1.0,12.1,1,1,2,0.0,0.0,2.08,96.87,0.0,0.0,1.04,7.93,8,KINGS,,GREAT OAKS ELEMENTARY SCHOOL
IMMACULATE CONCEPTION SCHOOL,378 E  151 ST,10455.0,40.8177158,-73.91795548,2,86,,00925241,IMMACULATE CONCEPTION SCHOOL,2,13,179-14 DALNY RD,JAMAICA,36081,81,NY,36,11432,7187695933,180.0,7.0,Yes,,10.0,16.0,300.0,,,,,,,,21.3,1,1,1,,,,,,,,13.61,1,QUEENS,,IMMACULATE CONCEPTION SCHOOL
IMMACULATE CONCEPTION SCHOOL,378 E  151 ST,10455.0,40.8177158,-73.91795548,2,86,,00920083,IMMACULATE CONCEPTION SCHOOL,2,13,419 E 13TH ST,NEW YORK,36061,61,NY,36,10009,2124752590,180.0,7.0,Yes,,48.0,9.0,160.0,0.0,6.0,56.0,13.0,33.0,0.0,4.0,10.8,1,1,1,0.0,5.35,50.0,11.6,29.46,0.0,3.57,10.37,1,NEW YORK,,IMMACULATE CONCEPTION SCHOOL
IMMACULATE CONCEPTION SCHOOL,378 E  151 ST,10455.0,40.8177158,-73.91795548,2,86,,A2102638,IMMACULATE CONCEPTION SCHOOL,2,13,760 E GUN HILL RD,BRONX,36005,5,NY,36,10467,7185473346,180.0,7.0,No,,90.0,23.0,258.0,1.0,3.0,50.0,91.0,22.0,0.0,1.0,10.9,1,1,1,0.59,1.78,29.76,54.16,13.09,0.0,0.59,15.41,1,BRONX,,IMMACULATE CONCEPTION SCHOOL
LEXINGTON SCHOOL FOR THE DEAF,2626 75 ST,11370.0,40.76175458,-73.8931386,2,86,,00937891,LEXINGTON SCHOOL FOR THE DEAF,2,17,25-26 75TH ST,EAST ELMHURST,36081,81,NY,36,11370,7183503300,182.0,6.41,Yes,32.0,10.0,8.0,248.0,0.0,47.0,119.0,47.0,15.0,0.0,10.0,69.0,1,3,3,0.0,19.74,50.0,19.74,6.3,0.0,4.2,3.44,30,QUEENS,,LEXINGTON SCHOOL FOR THE DEAF
NORD ANGLIA INTERNATIONAL SCHOOL,44 E    2 ST,10003.0,40.72482921,-73.990111,2,86,,A1101740,NORD ANGLIA INTERNATIONAL SCHOOL,2,13,44 E 2ND ST,NEW YORK,36061,61,NY,36,10003,2126002010,180.0,7.25,Yes,,21.0,7.0,94.0,0.0,15.0,4.0,6.0,46.0,0.0,2.0,13.0,1,1,3,0.0,20.54,5.47,8.21,63.01,0.0,2.73,5.61,30,NEW YORK,,NORD ANGLIA INTERNATIONAL SCHOOL
ST. ANN'S SCHOOL,153 PIERREPONT ST BSMT,11201.0,40.69469173,-73.99116849,2,86,,A9300620,ST ANN'S SCHOOL,2,17,129 PIERREPONT ST,BROOKLYN,36047,47,NY,36,11201,7185221660,161.0,8.0,Yes,,55.0,69.0,1097.0,0.0,48.0,83.0,89.0,616.0,3.0,203.0,194.3,1,3,3,0.0,4.6,7.96,8.54,59.11,0.28,19.48,5.36,30,KINGS,,ST ANN'S SCHOOL
ST. BARNABAS SCHOOL,413 E  241 ST,10470.0,40.90198132,-73.86508674,2,86,,00922171,ST BARNABAS HIGH SCHOOL,14,17,425 E 240TH ST,BRONX,36005,5,NY,36,10470,7183258800,180.0,7.0,Yes,,,,205.0,0.0,9.0,79.0,72.0,43.0,2.0,0.0,11.0,2,2,1,0.0,4.39,38.53,35.12,20.97,0.97,0.0,18.63,1,BRONX,,ST BARNABAS HIGH SCHOOL
ST. IGNATIUS LOYOLA,48 E   84 ST,10028.0,40.77932513,-73.95929577,2,86,,01607319,ST IGNATIUS LOYOLA SCHOOL,2,13,48 E 84TH ST,NEW YORK,36061,61,NY,36,10028,2128613820,176.0,6.0,Yes,,53.0,49.0,573.0,1.0,67.0,24.0,5.0,385.0,0.0,38.0,29.6,1,1,1,0.19,12.88,4.61,0.96,74.03,0.0,7.3,17.56,1,NEW YORK,,ST IGNATIUS LOYOLA SCHOOL
TALMUD TORAH DNITRA,265 MARCUS GARVEY BLVD,11221.0,40.68861271,-73.93915143,2,86,,BB121620,TALMUD TORAH OF BOBOV 45,3,7,5815 20TH AVE,BROOKLYN,36047,47,NY,36,11204,7184362122,260.0,6.0,No,,,105.0,302.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,17.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.76,18,KINGS,,TALMUD TORAH OF BOBOV 45
TALMUD TORAH OHR MOSHE,1676 61 ST,11204.0,40.62323139,-73.99085738,2,86,,BB121620,TALMUD TORAH OF BOBOV 45,3,7,5815 20TH AVE,BROOKLYN,36047,47,NY,36,11204,7184362122,260.0,6.0,No,,,105.0,302.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,17.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.76,18,KINGS,,TALMUD TORAH OF BOBOV 45
TALMUD TORAH TIFERES YECHIEL,3909 15 AVE,11218.0,40.63783808,-73.98199898,2,86,,A1702684,TALMUD TORAH TIFERES YECHIEL D'ALEKSANDER INC,2,11,3810 14TH AVE,BROOKLYN,36047,47,NY,36,11218,7184347300,,,,,61.0,29.0,258.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,7.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,28.14,18,KINGS,,TALMUD TORAH TIFERES YECHIEL D'ALEKSANDER INC
THE BREARLEY SCHOOL,590 E 83RD ST,10028.0,40.77295475,-73.9464249,2,86,,00939491,THE BREARLEY SCHOOL,3,17,610 E 83RD ST,NEW YORK,36061,61,NY,36,10028,2125708514,162.0,6.5,Yes,,,58.0,768.0,0.0,161.0,58.0,54.0,308.0,0.0,187.0,99.1,2,3,3,0.0,20.96,7.55,7.03,40.1,0.0,24.34,7.74,30,NEW YORK,,THE BREARLEY SCHOOL
THE BREARLEY SCHOOL,590 E 83RD ST,10028.0,40.77295475,-73.9464249,2,86,,BB162147,THE BREARLEY SCHOOL,3,17,610 E 83RD ST,NEW YORK,36061,61,NY,36,10028,2125708514,161.0,6.25,Yes,,,58.0,768.0,0.0,161.0,58.0,54.0,308.0,0.0,187.0,99.1,2,3,3,0.0,20.96,7.55,7.03,40.1,0.0,24.34,7.74,30,NEW YORK,,THE BREARLEY SCHOOL
THE BROWNING SCHOOL FS (BRS),52 E   62 ST,10065.0,40.76521475,-73.96947742,2,86,,00939651,THE BROWNING SCHOOL,3,17,52 E 62ND ST,NEW YORK,36061,61,NY,36,10065,2128386280,180.0,6.5,Yes,,,40.0,460.0,0.0,25.0,60.0,50.0,300.0,25.0,0.0,110.0,3,3,3,0.0,5.43,13.04,10.86,65.21,5.43,0.0,4.18,30,NEW YORK,,THE BROWNING SCHOOL
UNITED TALMUDICAL ACADEMY,60 HARRISON AVE,11211.0,40.70505478,-73.95263637,2,86,,A1902964,UNITED TALMUDIAL ACADEMY OF BORO PARK,6,11,1275 36TH ST,BROOKLYN,36047,47,NY,36,11218,7184387109,230.0,8.91,No,,,,996.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,74.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,UNITED TALMUDIAL ACADEMY OF BORO PARK
"UNITED TALMUDICAL ACADEMY TORAH RABBINICAL, INC.",128 RUTLEDGE ST,11211.0,40.70171632,-73.95755449,2,86,,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
"UNITED TALMUDICAL ACADEMY TORAH RABBINICAL, INC.",128 RUTLEDGE ST,11211.0,40.70171632,-73.95755449,2,86,,A1502626,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,12,13,1346 53RD ST,BROOKLYN,36047,47,NY,36,11219,7189387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH
YESHIVA & MESIVTA VISNITZ OF USA,1231 51 ST,11219.0,40.63457855,-73.99439748,2,86,,BB161605,YESHIVA & MESIFTA CHASAN SOFER,2,17,1876 50TH ST,BROOKLYN,36047,47,NY,36,11204,7182361171,180.0,9.0,Yes,,56.0,37.0,441.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,27.5,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.0,18,KINGS,,YESHIVA & MESIFTA CHASAN SOFER
YESHIVA BETH HILLEL OF WILLIAMSBURG,35 WILLIAMSBURG ST WEST,11211.0,40.69826795,-73.96277871,2,86,,A1502641,YESHIVA BETH HILLEL OF WILLIAMSBURG,2,13,35 HEWES ST,BROOKLYN,36047,47,NY,36,11249,7188029567,200.0,9.0,Yes,,27.0,28.0,205.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,13.6,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.08,18,KINGS,,YESHIVA BETH HILLEL OF WILLIAMSBURG
YESHIVA CH'SAN SOFER,1705 49 ST,11204.0,40.62946663,-73.98290551,2,86,,BB161605,YESHIVA & MESIFTA CHASAN SOFER,2,17,1876 50TH ST,BROOKLYN,36047,47,NY,36,11204,7182361171,180.0,9.0,Yes,,56.0,37.0,441.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,27.5,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.0,18,KINGS,,YESHIVA & MESIFTA CHASAN SOFER
YESHIVA LKTI PRIMARY,8011 210TH ST,11427.0,40.73281125,-73.76053874,2,86,,BB061148,YESHIVA PRIMARY & JUNIOR HIGH SCHOOL,6,13,21010 UNION TPKE,OAKLAND GARDENS,36081,81,NY,36,11364,7182174700,180.0,8.25,No,,,,74.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,10.9,1,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.78,18,QUEENS,,YESHIVA PRIMARY & JUNIOR HIGH SCHOOL
YESHIVA OF STATEN ISLAND,1870 DRUMGOOLE ROAD EAST,10309.0,40.52831791,-74.21502765,2,86,,A1903082,MESIVTA TIFERETH JERUSALEM,3,17,145 E BROADWAY,NEW YORK,36061,61,NY,36,10002,2129642830,210.0,8.0,Yes,,,16.0,260.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,24.4,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.65,18,NEW YORK,,MESIVTA TIFERETH JERUSALEM
YESHIVA TZEMACH,186-188 ROSS ST,11211.0,40.70619653,-73.95963635,2,86,,A9503090,YESHIVA TZEMACH TZADIK VIZNITZ,2,13,186 ROSS ST STE 1,BROOKLYN,36047,47,NY,36,11211,7187826383,171.0,9.0,Yes,,31.0,12.0,164.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,19.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.0,18,KINGS,,YESHIVA TZEMACH TZADIK VIZNITZ
EPIPHANY LUTHERAN SCHOOL,716 LINCOLN PLACE,11216.0,40.67084385,-73.95248773,2,84,,BB201214,EPIPHANY LUTHERAN ELEMENTARY SCHOOL,2,13,721 LINCOLN PL,BROOKLYN,36047,47,NY,36,11216,7187737200,180.0,7.0,No,,12.0,,96.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,10.9,1,1,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.7,29,KINGS,,EPIPHANY LUTHERAN ELEMENTARY SCHOOL
BANK STREET COLLEGE,610 W  112 ST,10025.0,40.80561933,-73.966197,1,89,,00939298,BANK STREET SCHOOL FOR CHILDREN,2,13,610 W 112TH ST,NEW YORK,36061,61,NY,36,10025,2128754584,166.0,6.83,Yes,,27.0,48.0,403.0,0.0,19.0,74.0,25.0,167.0,0.0,91.0,63.0,1,1,3,0.0,5.05,19.68,6.64,44.41,0.0,24.2,5.96,30,NEW YORK,,BANK STREET SCHOOL FOR CHILDREN
BROOKLYN RISE CHARTER SCHOOL,9 HANOVER PLACE,11201.0,40.68906391,-73.98228438,1,89,,A0107454,BROOKLYN AMITY SCHOOL,2,17,3867 SHORE PKWY,BROOKLYN,36047,47,NY,36,11235,7188916100,180.0,6.0,Yes,,65.0,11.0,193.0,0.0,14.0,3.0,6.0,105.0,0.0,0.0,34.9,1,3,3,0.0,10.93,2.34,4.68,82.03,0.0,0.0,3.66,30,KINGS,,BROOKLYN AMITY SCHOOL
INCARNATION SCHOOL,570 W  175 ST,10033.0,40.84511695,-73.93586323,1,89,,00920072,INCARNATION SCHOOL,2,13,570 W 175TH ST,NEW YORK,36061,61,NY,36,10033,2127951030,180.0,7.0,Yes,,115.0,14.0,279.0,0.0,0.0,161.0,1.0,1.0,1.0,0.0,19.0,1,1,1,0.0,0.0,98.17,0.6,0.6,0.6,0.0,8.63,1,NEW YORK,,INCARNATION SCHOOL
MANHATTAN CHRISTIAN ACADEMY,401 W  205 ST,10034.0,40.86251289,-73.91828684,1,89,,02047364,MANHATTAN CHRISTIAN ACADEMY,2,14,401 W 205TH ST,NEW YORK,36061,61,NY,36,10034,2125675521,180.0,7.25,Yes,,13.0,10.0,195.0,0.0,0.0,167.0,12.0,3.0,0.0,0.0,13.8,1,3,2,0.0,0.0,91.75,6.59,1.64,0.0,0.0,13.18,8,NEW YORK,,MANHATTAN CHRISTIAN ACADEMY
ST. SAVIOUR SCHOOL,588 6 ST,11215.0,40.66706903,-73.97671382,1,89,,00938512,OUR SAVIOUR LUTHERAN SCHOOL,13,16,1734 WILLIAMSBRIDGE RD,BRONX,36005,5,NY,36,10461,3474456479,180.0,6.0,No,,,,73.0,0.0,1.0,25.0,41.0,3.0,0.0,3.0,9.0,1,2,2,0.0,1.36,34.24,56.16,4.1,0.0,4.1,8.11,20,BRONX,,OUR SAVIOUR LUTHERAN SCHOOL
THE SCHOOL AT COLUMBIA UNIVERSITY,556 W  110 ST,10025.0,40.80390109,-73.96611118,1,89,,A0502577,THE SCHOOL AT COLUMBIA UNIVERSITY,3,13,556 W 110TH ST,NEW YORK,36061,61,NY,36,10025,2128514288,160.0,7.5,Yes,,,62.0,487.0,0.0,52.0,96.0,92.0,190.0,0.0,57.0,107.0,1,1,3,0.0,10.67,19.71,18.89,39.01,0.0,11.7,4.55,30,NEW YORK,,THE SCHOOL AT COLUMBIA UNIVERSITY
BNOS BAIS YAAKOV OF FAR ROCKAWAY,613 BEACH    9 ST,11691.0,40.60138814,-73.7453002,1,88,,BB170241,BNOS BAIS YAAKOV-FAR ROCKAWAY,2,17,613 BEACH 9TH ST,FAR ROCKAWAY,36081,81,NY,36,11691,7183376000,180.0,8.5,Yes,,162.0,115.0,1391.0,0.0,0.0,0.0,0.0,1229.0,0.0,0.0,120.0,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.24,18,QUEENS,,BNOS BAIS YAAKOV-FAR ROCKAWAY
CHURCHILL SCHOOL & CENTER,301 E   29 ST,10016.0,40.74157883,-73.97801208,1,87,,00938374,THE CHURCHILL SCHOOL & CENTER,3,17,301 E 29TH ST,NEW YORK,36061,61,NY,36,10016,2127220610,180.0,6.75,Yes,,,5.0,398.0,0.0,10.0,42.0,35.0,254.0,2.0,55.0,132.0,1,3,3,0.0,2.51,10.55,8.79,63.81,0.5,13.81,3.01,30,NEW YORK,,THE CHURCHILL SCHOOL & CENTER
ISLAMIC CULTURAL CENTER SCHOOL,222 E   97 ST,10029.0,40.78550998,-73.94798198,1,87,,A1502519,ISLAMIC CULTURAL CENTER SCHOOL,3,13,222 E 97TH ST,NEW YORK,36061,61,NY,36,10029,6465893920,180.0,7.16,Yes,,,15.0,138.0,0.0,62.0,0.0,43.0,23.0,0.0,10.0,16.0,1,1,2,0.0,44.92,0.0,31.15,16.66,0.0,7.24,8.62,17,NEW YORK,,ISLAMIC CULTURAL CENTER SCHOOL
THE BREARLEY SCHOOL,610 E   83 ST,10028.0,40.77287219,-73.94596283,1,87,,00939491,THE BREARLEY SCHOOL,3,17,610 E 83RD ST,NEW YORK,36061,61,NY,36,10028,2125708514,162.0,6.5,Yes,,,58.0,768.0,0.0,161.0,58.0,54.0,308.0,0.0,187.0,99.1,2,3,3,0.0,20.96,7.55,7.03,40.1,0.0,24.34,7.74,30,NEW YORK,,THE BREARLEY SCHOOL
THE BREARLEY SCHOOL,610 E   83 ST,10028.0,40.77287219,-73.94596283,1,87,,BB162147,THE BREARLEY SCHOOL,3,17,610 E 83RD ST,NEW YORK,36061,61,NY,36,10028,2125708514,161.0,6.25,Yes,,,58.0,768.0,0.0,161.0,58.0,54.0,308.0,0.0,187.0,99.1,2,3,3,0.0,20.96,7.55,7.03,40.1,0.0,24.34,7.74,30,NEW YORK,,THE BREARLEY SCHOOL
